id_venta,fecha,id_cliente,id_producto,cantidad,precio_unitario,region,canal,costo_unitario
752,07/12/2025,190,37,19,57.83,Centro,Online,29.26
753,2025-12-08 02:09:39.889944972,122,17,46,91.76,Oriente,Online,65.73
754,08/12/2025,46,37,23,462.63,Oriente,Online,241.53
755,2025-12-08 06:30:26.113056528,64,39,32,412.52,Oriente,Distribuidor,221.83
756,2025-12-08 08:40:49.224612306,130,28,40,183.49,Norte,Online,133.51
757,2025-12-08 10:51:12.336168084,193,35,13,331.35,Sur,Distribuidor,201.92
758,2025-12-08 13:01:35.447723862,181,18,20,273.27,Norte,Online,169.92
759,08/12/2025,292,14,35,341.79,Oriente,Distribuidor,229.13
760,2025-12-08 17:22:21.670835418,282,35,5,344.51,Centro,Online,290.25
761,2025-12-08 19:32:44.782391195,29,7,9,318.08,Sur,Online,266.52
762,08/12/2025,149,13,29,140.39,Norte,Tienda,90.65
763,2025-12-08 23:53:31.005502751,267,18,6,29.11,Norte,Tienda,17.26
764,2025-12-09 02:03:54.117058529,296,37,25,233.23,Sur,Online,141.32
765,2025-12-09 04:14:17.228614307,11,13,31,446.58,Sur,Online,NA
766,2025-12-09 06:24:40.340170085,164,36,22,289.05,Centro,Online,198.37
767,2025-12-09 08:35:03.451725863,113,31,2,417.87,Sur,Online,297.69
768,09/12/2025,187,2,45,495.9,Centro,Tienda,332.78
769,2025-12-09 12:55:49.674837418,295,16,5,90.17,Oriente,Distribuidor,57.96
770,2025-12-09 15:06:12.786393196,232,9,27,348.97,Oriente,Online,200.29
771,09/12/2025,227,9,25,340.4,Norte,Tienda,227.69
772,2025-12-09 19:26:59.009504752,98,38,8,490.18,Oriente,Online,303.61
773,09/12/2025,55,11,1,492.94,Oriente,Online,339.91
774,2025-12-09 23:47:45.232616308,111,22,20,346.47,Centro,Distribuidor,255.11
775,10/12/2025,152,33,44,129.37,Norte,Online,NA
776,2025-12-10 04:08:31.455727864,246,36,23,401.29,Sur,Online,265.6
777,2025-12-10 06:18:54.567283642,69,23,32,62.44,NA,Distribuidor,43.37
778,2025-12-10 08:29:17.678839419,289,34,11,392.54,Oriente,Distribuidor,235.41
779,2025-12-10 10:39:40.790395197,250,9,39,456.0,Sur,Distribuidor,231.87
780,10/12/2025,36,24,47,197.59,Norte,Distribuidor,142.02
781,10/12/2025,239,8,24,319.01,Norte,Tienda,187.71
782,2025-12-10 17:10:50.125062531,148,7,11,220.77,Norte,Tienda,162.07
783,10/12/2025,227,36,29,224.5,Norte,Tienda,170.95
784,2025-12-10 21:31:36.348174087,244,18,26,162.08,Centro,Online,133.0
785,2025-12-10 23:41:59.459729865,201,3,16,383.44,Norte,Distribuidor,320.3
786,2025-12-11 01:52:22.571285643,154,28,35,468.73,Oriente,Distribuidor,236.09
787,2025-12-11 04:02:45.682841420,73,6,20,470.97,Oriente,Tienda,398.74
788,11/12/2025,201,21,46,95.64,Centro,Online,70.68
789,11/12/2025,296,28,3,438.62,Sur,Online,318.1
790,2025-12-11 10:33:55.017508754,17,40,1,371.34,Sur,Online,187.65
791,2025-12-11 12:44:18.129064532,129,1,47,133.89,Oriente,Tienda,107.3
792,11/12/2025,217,36,1,42.97,Oriente,Online,23.67
793,2025-12-11 17:05:04.352176088,61,21,17,141.32,Centro,Online,112.08
794,11/12/2025,104,35,2,456.98,Sur,Online,230.98
795,11/12/2025,42,13,29,320.26,Sur,Distribuidor,232.54
796,2025-12-11 23:36:13.686843421,25,10,20,363.32,Norte,Tienda,236.95
797,2025-12-12 01:46:36.798399199,39,10,6,136.0,Norte,Distribuidor,77.56
798,2025-12-12 03:56:59.909954977,291,13,8,362.5,Norte,Distribuidor,194.9
799,12/12/2025,131,37,29,23.78,Centro,Tienda,15.55
800,12/12/2025,229,38,48,193.91,Oriente,Distribuidor,105.32
801,2025-12-12 10:28:09.244622311,108,24,33,317.11,Centro,Online,212.54
802,2025-12-12 12:38:32.356178089,172,2,3,81.59,Sur,Online,58.65
803,12/12/2025,102,22,35,413.27,Oriente,Online,326.31
804,2025-12-12 16:59:18.579289645,12,17,5,125.17,Norte,Online,92.32
805,12/12/2025,275,36,27,329.62,Centro,Tienda,172.33
806,12/12/2025,101,14,44,208.55,Centro,Distribuidor,126.72
807,2025-12-12 23:30:27.913956978,44,10,12,302.06,Norte,Distribuidor,181.48
808,2025-12-13 01:40:51.025512756,17,35,20,62.65,Centro,Online,51.39
809,2025-12-13 03:51:14.137068534,57,25,45,18.29,Norte,Online,NA
810,13/12/2025,12,3,20,455.69,Sur,Distribuidor,286.88
811,2025-12-13 08:12:00.360180090,80,38,9,142.12,Oriente,Tienda,74.6
812,2025-12-13 10:22:23.471735868,216,17,39,411.64,Sur,Distribuidor,334.64
813,13/12/2025,264,12,4,499.68,Sur,Online,405.17
814,2025-12-13 14:43:09.694847423,149,24,19,113.6,Norte,Online,90.78
815,13/12/2025,81,29,38,139.93,Centro,Tienda,111.35
816,13/12/2025,215,25,27,334.8,Sur,Distribuidor,223.68
817,13/12/2025,198,36,45,483.07,Sur,Tienda,271.53
818,2025-12-13 23:24:42.141070535,200,26,43,458.75,Sur,Tienda,306.04
819,2025-12-14 01:35:05.252626313,25,38,13,256.41,Centro,Online,172.59
820,14/12/2025,89,1,13,399.6,Centro,Distribuidor,268.32
821,2025-12-14 05:55:51.475737869,268,20,22,76.52,Norte,Online,52.69
822,2025-12-14 08:06:14.587293647,143,28,28,488.94,Sur,Distribuidor,288.56
823,14/12/2025,59,16,47,482.53,Oriente,Online,303.12
824,2025-12-14 12:27:00.810405202,26,17,45,90.23,Centro,Online,58.83
825,14/12/2025,47,40,22,156.72,Norte,Distribuidor,85.55
826,2025-12-14 16:47:47.033516758,288,28,43,59.08,Sur,Distribuidor,38.96
827,14/12/2025,266,12,19,143.14,Oriente,Online,112.17
828,14/12/2025,16,27,8,409.82,Centro,Distribuidor,323.68
829,14/12/2025,199,30,8,195.37,Oriente,Online,125.83
830,15/12/2025,282,34,42,53.31,Centro,Distribuidor,36.34
831,15/12/2025,86,37,26,177.69,Norte,Online,90.94
832,15/12/2025,250,6,48,490.88,Oriente,Online,361.31
833,15/12/2025,270,7,26,318.54,Sur,Online,204.38
834,15/12/2025,117,32,23,213.92,Sur,Tienda,140.31
835,15/12/2025,7,32,43,91.6,Centro,Distribuidor,73.81
836,2025-12-15 14:31:38.149074537,137,25,13,493.23,Sur,Online,326.34
837,15/12/2025,176,33,28,412.22,Oriente,Tienda,209.17
838,2025-12-15 18:52:24.372186093,215,7,9,147.92,Norte,Online,85.74
839,2025-12-15 21:02:47.483741871,82,12,20,44.33,Centro,Tienda,29.54
840,15/12/2025,223,16,19,37.75,Oriente,Online,24.48
841,16/12/2025,103,16,48,68.99,NA,Online,55.27
842,2025-12-16 03:33:56.818409204,273,36,39,294.58,Norte,Tienda,203.19
843,2025-12-16 05:44:19.929964982,14,13,12,465.09,Centro,Tienda,344.8
844,2025-12-16 07:54:43.041520760,159,7,15,253.4,Sur,Distribuidor,168.32
845,2025-12-16 10:05:06.153076538,152,36,31,423.04,Sur,Distribuidor,276.62
846,2025-12-16 12:15:29.264632316,108,9,14,228.48,Centro,Tienda,149.93
847,2025-12-16 14:25:52.376188094,188,32,11,357.21,Norte,Distribuidor,229.98
848,2025-12-16 16:36:15.487743872,98,11,26,368.62,Norte,Tienda,253.8
849,16/12/2025,131,8,42,95.24,Sur,Distribuidor,55.97
850,16/12/2025,293,33,27,187.0,Norte,Online,151.82
851,16/12/2025,171,23,11,322.28,Centro,Distribuidor,198.71
852,2025-12-17 01:17:47.933966983,183,25,38,44.64,Oriente,Online,24.62
853,17/12/2025,39,8,34,187.15,Centro,Online,99.9
854,17/12/2025,15,22,43,272.05,Sur,Distribuidor,137.3
855,2025-12-17 07:48:57.268634317,4,4,19,498.15,Sur,Tienda,322.8
856,17/12/2025,210,40,6,242.52,Sur,Online,137.18
857,2025-12-17 12:09:43.491745873,161,3,46,409.87,Norte,Online,208.04
858,17/12/2025,16,29,38,221.71,Centro,Distribuidor,151.21
859,17/12/2025,108,29,49,400.23,Oriente,Tienda,NA
860,17/12/2025,227,34,42,301.75,Centro,Tienda,159.93
861,17/12/2025,170,34,28,444.43,Oriente,Distribuidor,293.91
862,2025-12-17 23:01:39.049524762,34,28,1,211.36,Centro,Tienda,160.69
863,2025-12-18 01:12:02.161080540,251,13,35,306.11,Sur,Distribuidor,258.67
864,18/12/2025,247,15,40,318.71,Oriente,Distribuidor,233.78
865,2025-12-18 05:32:48.384192096,269,23,8,214.52,Centro,Distribuidor,125.64
866,2025-12-18 07:43:11.495747874,141,26,47,80.71,Norte,Online,60.6
867,18/12/2025,274,4,7,55.84,Norte,Online,39.61
868,2025-12-18 12:03:57.718859429,96,26,11,18.17,Centro,Online,10.43
869,18/12/2025,227,40,39,438.03,Sur,Distribuidor,NA
870,18/12/2025,39,9,4,125.87,Oriente,Online,81.76
871,2025-12-18 18:35:07.053526763,29,5,25,113.64,Centro,Online,95.08
872,18/12/2025,245,32,12,370.66,NA,Online,279.11
873,18/12/2025,236,20,26,166.81,Oriente,Distribuidor,NA
874,2025-12-19 01:06:16.388194097,185,11,38,257.96,Norte,Distribuidor,194.74
875,19/12/2025,272,15,46,89.63,Norte,Distribuidor,NA
876,19/12/2025,236,32,12,480.28,Centro,Online,325.07
877,2025-12-19 07:37:25.722861430,239,28,43,427.27,Norte,Tienda,340.93
878,19/12/2025,266,22,37,433.26,Oriente,Online,319.89
879,19/12/2025,65,17,46,209.32,Sur,Online,170.39
880,19/12/2025,177,26,24,383.56,Centro,Distribuidor,311.37
881,19/12/2025,3,7,16,80.5,Oriente,Distribuidor,67.76
882,2025-12-19 18:29:21.280640320,142,26,13,14.22,Centro,Online,NA
883,2025-12-19 20:39:44.392196098,158,25,25,19.79,Norte,Online,13.37
884,2025-12-19 22:50:07.503751876,146,10,4,297.43,Norte,Tienda,166.03
885,2025-12-20 01:00:30.615307654,293,19,11,233.14,Oriente,Tienda,174.13
886,20/12/2025,153,11,32,263.83,Oriente,Distribuidor,158.84
887,2025-12-20 05:21:16.838419209,193,13,49,13.66,Sur,Tienda,8.18
888,20/12/2025,73,8,7,217.12,Oriente,Tienda,126.67
889,20/12/2025,140,40,46,361.85,Oriente,Distribuidor,291.76
890,2025-12-20 11:52:26.173086543,187,4,11,226.92,Centro,Tienda,182.4
891,20/12/2025,293,31,28,368.79,Norte,Online,265.84
892,20/12/2025,61,28,41,124.18,NA,Tienda,82.65
893,2025-12-20 18:23:35.507753877,198,11,23,408.44,Sur,Distribuidor,300.3
894,20/12/2025,295,1,45,298.33,Oriente,Online,212.57
895,2025-12-20 22:44:21.730865432,11,38,23,113.27,Norte,Tienda,73.12
896,21/12/2025,62,24,28,125.99,Oriente,Online,79.74
897,21/12/2025,226,31,43,317.73,Centro,Online,201.43
898,2025-12-21 05:15:31.065532766,153,26,47,416.67,Norte,Tienda,294.25
899,21/12/2025,199,5,26,213.66,Oriente,Tienda,155.26
900,2025-12-21 09:36:17.288644322,52,20,25,136.57,Centro,Distribuidor,NA
901,2025-12-21 11:46:40.400200100,260,11,29,434.84,Norte,Distribuidor,364.85
902,21/12/2025,59,33,19,337.94,Oriente,Online,178.89
903,2025-12-21 16:07:26.623311656,72,38,33,229.56,Centro,Distribuidor,142.66
904,2025-12-21 18:17:49.734867433,148,27,36,249.07,Sur,Online,161.07
905,2025-12-21 20:28:12.846423211,63,34,14,110.09,Centro,Online,55.7
906,21/12/2025,243,15,14,317.13,Sur,Distribuidor,199.07
907,22/12/2025,107,32,35,185.78,Oriente,Distribuidor,110.69
908,22/12/2025,226,21,30,497.87,Centro,Distribuidor,337.11
909,22/12/2025,218,5,28,245.29,Sur,Tienda,151.53
910,2025-12-22 07:20:08.404202101,241,6,17,248.08,Norte,Online,187.09
911,2025-12-22 09:30:31.515757879,259,38,3,287.27,Centro,Online,194.91
912,22/12/2025,262,22,16,459.21,Oriente,Online,250.46
913,2025-12-22 13:51:17.738869434,5,18,46,402.4,Norte,Distribuidor,306.84
914,2025-12-22 16:01:40.850425212,261,14,30,231.05,Sur,Distribuidor,123.55
915,2025-12-22 18:12:03.961980990,54,10,29,362.16,Centro,Distribuidor,287.43
916,2025-12-22 20:22:27.073536768,47,13,45,297.26,Centro,Distribuidor,245.54
917,22/12/2025,215,31,15,251.26,Oriente,Distribuidor,153.99
918,23/12/2025,177,30,46,104.23,Norte,Tienda,85.9
919,23/12/2025,9,3,25,237.33,Centro,Distribuidor,184.54
920,23/12/2025,99,30,38,130.45,Centro,Online,107.34
921,2025-12-23 07:14:22.631315658,20,6,42,458.27,Norte,Distribuidor,336.0
922,23/12/2025,241,29,47,174.35,Centro,Online,101.55
923,23/12/2025,61,8,38,476.61,Norte,Distribuidor,387.52
924,2025-12-23 13:45:31.965982991,178,33,23,271.2,Norte,Distribuidor,153.09
925,2025-12-23 15:55:55.077538769,62,17,25,319.46,Norte,Online,183.55
926,23/12/2025,145,11,42,276.04,Oriente,Online,164.21
927,23/12/2025,216,13,7,73.4,Norte,Online,44.52
928,2025-12-23 22:27:04.412206103,3,11,22,194.15,Norte,Online,132.04
929,24/12/2025,160,31,17,58.58,Sur,Tienda,43.92
930,24/12/2025,227,28,18,315.25,Sur,Online,259.82
931,24/12/2025,269,6,49,228.97,Oriente,Distribuidor,121.57
932,2025-12-24 07:08:36.858429214,120,16,41,391.21,Norte,Distribuidor,326.28
933,24/12/2025,89,4,10,118.03,Sur,Tienda,97.08
934,2025-12-24 11:29:23.081540770,68,35,10,90.64,Sur,Online,47.03
935,24/12/2025,98,26,7,209.1,Centro,Distribuidor,130.92
936,2025-12-24 15:50:09.304652326,267,12,48,464.03,Norte,Tienda,364.08
937,24/12/2025,105,11,38,358.11,Sur,Distribuidor,255.71
938,2025-12-24 20:10:55.527763882,123,37,27,215.27,Oriente,Tienda,166.34
939,2025-12-24 22:21:18.639319660,29,25,33,263.46,Centro,Tienda,198.03
940,25/12/2025,137,18,1,51.26,Centro,Online,34.54
941,2025-12-25 02:42:04.862431215,195,19,44,492.44,Norte,Tienda,253.32
942,2025-12-25 04:52:27.973986993,226,23,34,336.54,Norte,Distribuidor,237.09
943,2025-12-25 07:02:51.085542771,170,38,4,149.85,Centro,Distribuidor,77.47
944,25/12/2025,9,18,17,297.05,Oriente,Online,211.29
945,2025-12-25 11:23:37.308654327,40,26,4,63.65,Norte,Online,49.66
946,2025-12-25 13:34:00.420210105,25,6,43,483.26,Norte,Tienda,340.58
947,2025-12-25 15:44:23.531765883,261,4,26,95.64,Centro,Online,81.19
948,2025-12-25 17:54:46.643321661,226,29,4,327.53,Centro,Distribuidor,216.02
949,25/12/2025,124,34,1,130.27,Norte,Distribuidor,99.28
950,2025-12-25 22:15:32.866433216,38,17,7,361.61,Sur,Online,265.25
951,2025-12-26 00:25:55.977988994,251,16,30,390.64,Norte,Online,330.87
952,2025-12-26 02:36:19.089544772,176,2,9,339.98,Sur,Online,254.86
953,2025-12-26 04:46:42.201100550,90,34,35,311.1,Centro,Tienda,173.41
954,26/12/2025,37,8,8,447.31,Sur,Tienda,373.25
955,2025-12-26 09:07:28.424212106,176,13,24,48.53,Oriente,Distribuidor,35.61
956,26/12/2025,284,8,19,172.15,Centro,Tienda,89.65
957,26/12/2025,81,30,36,131.66,Norte,Tienda,96.13
958,2025-12-26 15:38:37.758879439,114,32,43,494.13,Norte,Tienda,399.8
959,26/12/2025,40,36,27,200.8,Centro,Tienda,140.95
960,2025-12-26 19:59:23.981990995,224,30,32,368.98,Centro,Distribuidor,230.21
961,26/12/2025,115,1,14,345.52,Oriente,Online,272.03
962,2025-12-27 00:20:10.205102551,186,39,18,113.92,Centro,Distribuidor,88.16
963,2025-12-27 02:30:33.316658329,56,17,28,127.11,Norte,Tienda,87.76
964,27/12/2025,40,20,29,147.83,Oriente,Online,81.9
965,27/12/2025,40,24,16,211.45,Norte,Online,124.3
966,27/12/2025,237,22,35,124.82,Sur,Online,94.67
967,27/12/2025,289,29,47,19.63,Centro,Distribuidor,15.35
968,2025-12-27 13:22:28.874437218,262,22,31,440.9,Sur,Online,263.54
969,27/12/2025,216,9,4,483.15,Norte,Distribuidor,303.8
970,2025-12-27 17:43:15.097548774,147,37,37,177.37,Sur,Distribuidor,93.5
971,2025-12-27 19:53:38.209104552,168,10,17,175.87,Sur,Tienda,131.85
972,27/12/2025,92,36,39,13.47,Norte,Tienda,6.75
973,2025-12-28 00:14:24.432216108,59,37,48,343.32,Norte,Online,177.25
974,28/12/2025,59,28,46,414.47,Centro,Online,207.87
975,2025-12-28 04:35:10.655327664,169,28,26,81.84,Sur,Tienda,59.4
976,28/12/2025,269,21,48,88.24,Oriente,Distribuidor,57.01
977,28/12/2025,45,24,39,397.14,Oriente,Distribuidor,239.93
978,2025-12-28 11:06:19.989994997,181,40,41,311.98,Norte,Tienda,255.65
979,2025-12-28 13:16:43.101550775,170,2,4,31.98,NA,Distribuidor,18.15
980,28/12/2025,191,8,30,315.05,Sur,Tienda,200.46
981,28/12/2025,155,27,30,161.37,Norte,Tienda,133.79
982,28/12/2025,188,22,22,190.68,Oriente,Online,123.84
983,2025-12-28 21:58:15.547773887,7,37,11,387.17,Centro,Online,268.75
984,29/12/2025,133,27,2,407.36,Centro,Tienda,215.13
985,29/12/2025,235,29,44,206.17,Sur,Online,160.1
986,2025-12-29 04:29:24.882441220,45,3,12,474.1,Centro,Tienda,307.2
987,29/12/2025,249,13,30,209.17,Norte,Distribuidor,163.19
988,29/12/2025,31,10,36,388.2,Norte,Distribuidor,228.58
989,29/12/2025,23,36,18,247.1,Norte,Distribuidor,160.09
990,29/12/2025,160,9,26,449.79,Norte,Distribuidor,348.72
991,29/12/2025,158,27,7,454.8,Sur,Tienda,382.42
992,29/12/2025,39,34,1,52.83,NA,Distribuidor,27.52
993,2025-12-29 19:42:06.663331666,82,1,26,468.88,Oriente,Distribuidor,367.77
994,29/12/2025,258,32,23,414.51,Centro,Distribuidor,250.88
995,30/12/2025,206,25,26,397.74,Norte,Distribuidor,275.54
996,2025-12-30 02:13:15.997998999,77,29,45,108.45,Oriente,Tienda,65.24
997,2025-12-30 04:23:39.109554777,12,7,6,404.51,Sur,Distribuidor,289.11
998,30/12/2025,295,3,6,426.57,Norte,Online,266.11
999,30/12/2025,224,20,44,151.68,Norte,Online,93.55
1000,30/12/2025,13,20,8,476.61,Oriente,Online,244.63
1001,30/12/2025,46,30,24,34.43,Sur,Online,18.99
1002,30/12/2025,155,35,22,83.46,Oriente,Online,68.52
1003,2025-12-30 17:25:57.778889444,113,35,19,273.41,Sur,Online,232.23
1004,30/12/2025,233,39,37,292.14,Norte,Tienda,225.88
1005,2025-12-30 21:46:44.002001000,17,27,18,326.12,Centro,Online,195.8
1006,30/12/2025,223,26,31,18.31,Norte,Distribuidor,11.73
1007,31/12/2025,188,14,37,480.58,NA,Online,364.68
1008,31/12/2025,163,17,30,31.85,Centro,Tienda,26.72
1009,2025-12-31 06:28:16.448224112,74,18,42,80.1,Sur,Online,52.82
1010,2025-12-31 08:38:39.559779890,233,29,33,16.87,Oriente,Distribuidor,13.33
1011,2025-12-31 10:49:02.671335668,224,20,10,287.76,Sur,Distribuidor,242.09
1012,2025-12-31 12:59:25.782891445,60,27,37,466.81,Norte,Tienda,376.12
1013,2025-12-31 15:09:48.894447223,222,18,12,336.31,Oriente,Tienda,194.89
1014,2025-12-31 17:20:12.006003001,37,4,30,413.1,Centro,Tienda,207.71
1015,31/12/2025,278,1,27,16.51,Centro,Tienda,11.1
1016,2025-12-31 21:40:58.229114557,196,1,39,275.59,Norte,Online,189.05
1017,31/12/2025,242,26,9,235.19,Oriente,Online,134.16
1018,2026-01-01 02:01:44.452226113,219,20,21,254.49,Norte,Distribuidor,152.6
1019,01/01/2026,192,23,12,45.38,Norte,Tienda,34.84
1020,01/01/2026,17,10,29,345.37,Sur,Tienda,229.54
1021,01/01/2026,12,11,33,256.58,Norte,Online,156.79
1022,01/01/2026,193,5,43,384.92,Oriente,Tienda,276.34
1023,2026-01-01 12:53:40.010005002,22,1,15,247.79,Norte,Distribuidor,180.51
1024,01/01/2026,120,17,2,83.2,Oriente,Distribuidor,64.0
1025,2026-01-01 17:14:26.233116558,210,22,39,327.65,Centro,Tienda,181.8
1026,2026-01-01 19:24:49.344672336,270,34,44,94.47,Norte,Distribuidor,71.75
1027,2026-01-01 21:35:12.456228114,192,29,18,437.47,Oriente,Distribuidor,310.52
1028,01/01/2026,175,4,3,310.43,Centro,Online,NA
1029,2026-01-02 01:55:58.679339670,285,5,7,87.03,Oriente,Distribuidor,67.2
1030,2026-01-02 04:06:21.790895447,204,11,43,481.55,Centro,Tienda,305.34
1031,2026-01-02 06:16:44.902451225,164,21,18,264.0,Sur,Tienda,162.53
1032,2026-01-02 08:27:08.014007003,251,35,44,45.72,Norte,Distribuidor,30.03
1033,2026-01-02 10:37:31.125562781,227,12,38,317.15,Norte,Tienda,197.0
1034,02/01/2026,7,26,37,134.07,Centro,Online,82.91
1035,2026-01-02 14:58:17.348674337,29,19,33,403.81,Sur,Distribuidor,316.11
1036,02/01/2026,33,7,44,410.73,Oriente,Distribuidor,223.26
1037,02/01/2026,134,7,31,489.68,Sur,Distribuidor,411.19
1038,02/01/2026,79,26,11,255.92,Oriente,Tienda,177.67
1039,2026-01-02 23:39:49.794897448,58,40,4,232.93,Oriente,Tienda,131.38
1040,03/01/2026,26,5,18,379.2,Norte,Distribuidor,207.01
1041,03/01/2026,226,21,4,74.91,NA,Tienda,52.96
1042,2026-01-03 06:10:59.129564782,285,14,49,277.99,Norte,Tienda,200.58
1043,2026-01-03 08:21:22.241120560,4,4,34,277.66,Norte,Distribuidor,143.98
1044,2026-01-03 10:31:45.352676338,99,23,29,53.84,Norte,Distribuidor,31.5
1045,2026-01-03 12:42:08.464232116,39,20,24,214.81,Oriente,Tienda,NA
1046,2026-01-03 14:52:31.575787894,271,15,22,428.11,Norte,Distribuidor,221.49
1047,2026-01-03 17:02:54.687343672,285,29,2,429.52,Oriente,Distribuidor,343.31
1048,2026-01-03 19:13:17.798899449,157,8,44,58.63,Centro,Distribuidor,42.82
1049,03/01/2026,75,19,6,54.45,Oriente,Distribuidor,35.5
1050,03/01/2026,288,39,42,138.72,Oriente,Tienda,86.18
1051,2026-01-04 01:44:27.133566783,130,28,25,438.64,Sur,Distribuidor,222.28
1052,2026-01-04 03:54:50.245122561,175,27,21,73.16,Norte,Online,57.71
1053,2026-01-04 06:05:13.356678339,84,4,16,362.8,Norte,Distribuidor,199.52
1054,2026-01-04 08:15:36.468234117,22,15,31,59.57,Norte,Online,36.24
1055,2026-01-04 10:25:59.579789895,27,35,14,315.34,Norte,Distribuidor,220.48
1056,04/01/2026,195,37,39,184.47,Sur,Online,108.12
1057,2026-01-04 14:46:45.802901450,236,1,28,396.57,Sur,Online,267.29
1058,04/01/2026,92,3,32,124.51,Sur,Distribuidor,97.52
1059,04/01/2026,21,24,28,323.21,Sur,Distribuidor,214.83
1060,04/01/2026,84,27,49,125.48,Norte,Distribuidor,104.42
1061,2026-01-04 23:28:18.249124562,262,40,9,359.69,Oriente,Online,286.54
1062,05/01/2026,147,36,45,438.1,Centro,Tienda,270.12
1063,2026-01-05 03:49:04.472236118,257,34,22,72.13,Sur,Tienda,46.16
1064,2026-01-05 05:59:27.583791896,58,29,32,434.63,Oriente,Distribuidor,281.71
1065,05/01/2026,15,24,5,300.85,Sur,Tienda,216.36
1066,2026-01-05 10:20:13.806903451,162,24,23,72.28,Norte,Tienda,43.4
1067,2026-01-05 12:30:36.918459229,163,4,5,219.5,Norte,Distribuidor,184.21
1068,05/01/2026,281,3,42,88.82,Oriente,Online,63.33
1069,2026-01-05 16:51:23.141570785,280,34,32,353.17,Oriente,Distribuidor,NA
1070,2026-01-05 19:01:46.253126563,12,23,10,381.85,Oriente,Tienda,277.13
1071,2026-01-05 21:12:09.364682341,274,23,39,61.84,Norte,Online,39.48
1072,05/01/2026,271,5,15,258.01,Norte,Tienda,NA
1073,06/01/2026,208,31,7,409.17,Centro,Online,285.91
1074,2026-01-06 03:43:18.699349675,27,6,29,468.72,Oriente,Tienda,241.25
1075,06/01/2026,72,37,47,261.62,Centro,Distribuidor,147.0
1076,2026-01-06 08:04:04.922461230,60,10,3,475.64,Sur,Tienda,381.82
1077,06/01/2026,145,40,19,272.49,Centro,Tienda,189.93
1078,2026-01-06 12:24:51.145572786,93,7,10,203.15,Sur,Online,169.15
1079,2026-01-06 14:35:14.257128564,8,39,28,425.62,Sur,Tienda,223.6
1080,06/01/2026,79,38,29,251.56,Centro,Distribuidor,151.78
1081,2026-01-06 18:56:00.480240120,27,21,15,241.23,Oriente,Distribuidor,136.96
1082,2026-01-06 21:06:23.591795898,174,20,35,250.25,Sur,Distribuidor,173.63
1083,2026-01-06 23:16:46.703351676,50,3,6,424.92,Oriente,Online,269.39
1084,2026-01-07 01:27:09.814907453,199,22,12,417.65,Norte,Online,231.81
1085,2026-01-07 03:37:32.926463231,181,4,47,207.72,Sur,Tienda,150.59
1086,07/01/2026,24,28,38,173.32,Norte,Tienda,119.19
1087,07/01/2026,46,12,13,251.04,Centro,Tienda,149.66
1088,07/01/2026,15,38,29,290.66,Oriente,Online,194.14
1089,2026-01-07 12:19:05.372686343,153,36,19,126.79,Centro,Online,96.49
1090,07/01/2026,222,5,3,399.04,Sur,Tienda,228.19
1091,07/01/2026,206,13,8,248.38,Norte,Online,149.65
1092,07/01/2026,273,23,8,173.68,Sur,Online,107.88
1093,2026-01-07 21:00:37.818909454,236,30,20,62.34,Centro,Distribuidor,47.46
1094,2026-01-07 23:11:00.930465232,228,37,47,127.03,Oriente,Distribuidor,101.17
1095,08/01/2026,9,25,4,475.15,Oriente,Tienda,300.17
1096,2026-01-08 03:31:47.153576788,166,27,21,159.5,Sur,Tienda,96.31
1097,08/01/2026,214,14,3,92.74,Sur,Distribuidor,75.24
1098,2026-01-08 07:52:33.376688344,117,36,45,235.73,Norte,Online,200.32
1099,2026-01-08 10:02:56.488244122,72,39,8,160.47,Centro,Tienda,117.89
1100,08/01/2026,64,16,23,27.23,Sur,Tienda,23.05
1101,08/01/2026,205,22,16,168.34,Norte,Tienda,NA
1102,08/01/2026,209,21,13,276.61,Sur,Online,209.31
1103,2026-01-08 18:44:28.934467233,72,21,3,280.34,Oriente,Distribuidor,178.3
1104,2026-01-08 20:54:52.046023011,277,8,48,184.71,Norte,Tienda,120.35
1105,2026-01-08 23:05:15.157578789,274,16,9,229.18,Norte,Distribuidor,126.15
1106,2026-01-09 01:15:38.269134567,95,31,14,483.1,Sur,Distribuidor,380.66
1107,09/01/2026,166,10,13,194.9,Centro,Online,160.96
1108,2026-01-09 05:36:24.492246123,32,32,7,136.53,Oriente,Online,98.06
1109,2026-01-09 07:46:47.603801901,11,34,15,129.3,Centro,Online,80.2
1110,2026-01-09 09:57:10.715357679,217,9,7,234.3,Norte,Online,129.78
1111,09/01/2026,289,17,38,382.16,Centro,Online,226.55
1112,2026-01-09 14:17:56.938469234,102,11,34,110.93,Norte,Online,65.38
1113,09/01/2026,267,32,41,357.56,Centro,Tienda,255.56
1114,09/01/2026,214,10,22,20.36,Sur,Distribuidor,16.91
1115,2026-01-09 20:49:06.273136568,179,22,24,215.28,Centro,Online,111.28
1116,09/01/2026,88,17,49,390.17,Norte,Tienda,195.22
1117,10/01/2026,41,4,37,175.98,NA,Distribuidor,124.96
1118,10/01/2026,76,25,44,286.23,Oriente,Online,171.57
1119,2026-01-10 05:30:38.719359680,46,21,1,110.44,Oriente,Online,89.26
1120,2026-01-10 07:41:01.830915457,160,37,10,373.58,Norte,Tienda,229.58
1121,2026-01-10 09:51:24.942471235,80,38,43,35.62,Centro,Distribuidor,21.42
